date,shift,machine_id,product_id,operator_id,planned_time_min,downtime_min,downtime_reason,operating_time_min,total_units,good_units,reject_units,defect_type,energy_kwh,availability,performance,quality,OEE,month,day_of_week,is_weekend,week,downtime_rate,reject_rate,energy_per_unit,oee_gap,production_efficiency,no_downtime,has_breakdown,has_defect,low_OEE,OEE_category,shift_enc,machine_id_enc,product_id_enc,operator_id_enc,downtime_reason_enc,defect_type_enc
2025-01-01,Shift_1,M06,P_B,OP028,480,117,No Downtime,363,342,328,14,No Defect,170.73,0.756,0.865,0.959,0.627,1,2,0,1,0.2438,0.0409,0.5205,0.223,0.9591,0,0,0,1,Poor(50-65%),0,5,1,27,3,2
2025-01-01,Shift_2,M06,P_D,OP002,480,73,No Downtime,407,508,502,6,No Defect,264.8,0.848,0.973,0.988,0.815,1,2,0,1,0.1521,0.0118,0.5275,0.035,0.9882,0,0,0,0,Good(75-85%),1,5,3,1,3,2
2025-01-01,Shift_3,M06,P_A,OP014,480,82,No Downtime,398,736,715,21,No Defect,157.88,0.829,0.711,0.971,0.572,1,2,0,1,0.1708,0.0285,0.2208,0.278,0.9715,0,0,0,1,Poor(50-65%),2,5,0,13,3,2
2025-01-01,Shift_1,M07,P_D,OP029,480,44,No Downtime,436,443,433,10,No Defect,349.84,0.908,0.855,0.977,0.759,1,2,0,1,0.0917,0.0226,0.8079,0.091,0.9774,0,0,0,0,Good(75-85%),0,6,3,28,3,2
2025-01-01,Shift_2,M07,P_A,OP035,480,46,No Downtime,434,727,668,59,No Defect,188.82,0.904,0.712,0.919,0.591,1,2,0,1,0.0958,0.0812,0.2827,0.259,0.9188,0,0,0,1,Poor(50-65%),1,6,0,34,3,2
2025-01-01,Shift_3,M07,P_E,OP030,480,36,Breakdown,444,666,613,53,No Defect,297.18,0.925,0.805,0.92,0.686,1,2,0,1,0.075,0.0796,0.4848,0.164,0.9204,0,1,0,0,Fair(65-75%),2,6,4,29,0,2
2025-01-01,Shift_1,M08,P_A,OP015,480,50,No Downtime,430,761,703,58,No Defect,329.46,0.896,0.709,0.924,0.587,1,2,0,1,0.1042,0.0762,0.4686,0.263,0.9238,0,0,0,1,Poor(50-65%),0,7,0,14,3,2
2025-01-01,Shift_2,M08,P_B,OP012,480,32,Maintenance,448,530,496,34,No Defect,239.83,0.933,0.86,0.936,0.752,1,2,0,1,0.0667,0.0642,0.4835,0.098,0.9358,0,0,0,0,Good(75-85%),1,7,1,11,1,2
2025-01-01,Shift_3,M08,P_E,OP017,480,43,No Downtime,437,710,651,59,No Defect,207.03,0.91,0.762,0.917,0.636,1,2,0,1,0.0896,0.0831,0.318,0.214,0.9169,0,0,0,1,Poor(50-65%),2,7,4,16,3,2
2025-01-01,Shift_1,M09,P_A,OP035,480,79,Maintenance,401,344,316,28,No Defect,183.55,0.835,0.851,0.919,0.653,1,2,0,1,0.1646,0.0814,0.5809,0.197,0.9186,0,0,0,0,Fair(65-75%),0,8,0,34,1,2
2025-01-01,Shift_2,M09,P_C,OP006,480,22,No Downtime,458,305,289,16,No Defect,237.71,0.954,0.773,0.948,0.699,1,2,0,1,0.0458,0.0525,0.8225,0.151,0.9475,0,0,0,0,Fair(65-75%),1,8,2,5,3,2
2025-01-01,Shift_3,M09,P_C,OP013,480,68,Breakdown,412,391,352,39,No Defect,128.43,0.858,0.782,0.9,0.604,1,2,0,1,0.1417,0.0997,0.3649,0.246,0.9003,0,1,0,1,Poor(50-65%),2,8,2,12,0,2
2025-01-01,Shift_1,M10,P_E,OP040,480,73,No Downtime,407,490,477,13,No Defect,295.05,0.848,0.756,0.973,0.624,1,2,0,1,0.1521,0.0265,0.6186,0.226,0.9735,0,0,0,1,Poor(50-65%),0,9,4,39,3,2
2025-01-01,Shift_2,M10,P_A,OP036,480,20,No Downtime,460,768,697,71,Scratch,226.32,0.958,0.833,0.908,0.725,1,2,0,1,0.0417,0.0924,0.3247,0.125,0.9076,0,0,1,0,Fair(65-75%),1,9,0,35,3,3
2025-01-01,Shift_3,M10,P_A,OP008,480,36,No Downtime,444,705,666,39,No Defect,249.96,0.925,0.791,0.945,0.691,1,2,0,1,0.075,0.0553,0.3753,0.159,0.9447,0,0,0,0,Fair(65-75%),2,9,0,7,3,2
2025-01-01,Shift_1,M11,P_B,OP009,480,81,No Downtime,399,743,725,18,No Defect,325.24,0.831,0.951,0.976,0.771,1,2,0,1,0.1688,0.0242,0.4486,0.079,0.9758,0,0,0,0,Good(75-85%),0,10,1,8,3,2
2025-01-01,Shift_2,M11,P_C,OP004,480,49,No Downtime,431,637,624,13,No Defect,186.96,0.898,0.864,0.98,0.76,1,2,0,1,0.1021,0.0204,0.2996,0.09,0.9796,0,0,0,0,Good(75-85%),1,10,2,3,3,2
2025-01-01,Shift_3,M11,P_D,OP021,480,83,Maintenance,397,436,421,15,No Defect,325.65,0.827,0.879,0.966,0.702,1,2,0,1,0.1729,0.0344,0.7735,0.148,0.9656,0,0,0,0,Fair(65-75%),2,10,3,20,1,2
2025-01-01,Shift_1,M12,P_C,OP023,480,109,Material Shortage,371,328,300,28,No Defect,259.12,0.773,0.869,0.915,0.614,1,2,0,1,0.2271,0.0854,0.8637,0.236,0.9146,0,0,0,1,Poor(50-65%),0,11,2,22,2,2
2025-01-01,Shift_2,M12,P_A,OP013,480,36,No Downtime,444,359,343,16,No Defect,265.48,0.925,0.971,0.955,0.858,1,2,0,1,0.075,0.0446,0.774,-0.008,0.9554,0,0,0,0,World Class(>85%),1,11,0,12,3,2
2025-01-01,Shift_3,M12,P_C,OP038,480,19,No Downtime,461,643,623,20,No Defect,341.12,0.96,0.859,0.969,0.799,1,2,0,1,0.0396,0.0311,0.5475,0.051,0.9689,0,0,0,0,Good(75-85%),2,11,2,37,3,2
2025-01-01,Shift_1,M13,P_C,OP011,480,83,No Downtime,397,816,772,44,No Defect,144.39,0.827,0.745,0.946,0.583,1,2,0,1,0.1729,0.0539,0.187,0.267,0.9461,0,0,0,1,Poor(50-65%),0,12,2,10,3,2
2025-01-01,Shift_2,M13,P_A,OP030,480,74,No Downtime,406,832,796,36,Crack,341.63,0.846,0.817,0.957,0.661,1,2,0,1,0.1542,0.0433,0.4292,0.189,0.9567,0,0,1,0,Fair(65-75%),1,12,0,29,3,0
2025-01-01,Shift_3,M13,P_C,OP001,480,22,No Downtime,458,379,375,4,No Defect,209.57,0.954,0.862,0.989,0.814,1,2,0,1,0.0458,0.0106,0.5589,0.036,0.9894,0,0,0,0,Good(75-85%),2,12,2,0,3,2
2025-01-01,Shift_1,M14,P_E,OP036,480,118,No Downtime,362,473,462,11,No Defect,145.14,0.754,0.909,0.977,0.669,1,2,0,1,0.2458,0.0233,0.3142,0.181,0.9767,0,0,0,0,Fair(65-75%),0,13,4,35,3,2
2025-01-01,Shift_2,M14,P_E,OP037,480,11,No Downtime,469,659,620,39,No Defect,212.29,0.977,0.778,0.941,0.715,1,2,0,1,0.0229,0.0592,0.3424,0.135,0.9408,0,0,0,0,Fair(65-75%),1,13,4,36,3,2
2025-01-01,Shift_3,M14,P_A,OP005,480,16,No Downtime,464,367,337,30,Dimension Error,192.69,0.967,0.968,0.918,0.859,1,2,0,1,0.0333,0.0817,0.5718,-0.009,0.9183,0,0,1,0,World Class(>85%),2,13,0,4,3,1
2025-01-01,Shift_1,M15,P_C,OP022,480,40,Setup,440,620,560,60,No Defect,122.02,0.917,0.902,0.903,0.747,1,2,0,1,0.0833,0.0968,0.2179,0.103,0.9032,0,0,0,0,Fair(65-75%),0,14,2,21,4,2
2025-01-01,Shift_2,M15,P_E,OP026,480,89,Material Shortage,391,321,290,31,No Defect,274.12,0.815,0.776,0.903,0.571,1,2,0,1,0.1854,0.0966,0.9452,0.279,0.9034,0,0,0,1,Poor(50-65%),1,14,4,25,2,2
2025-01-01,Shift_3,M15,P_A,OP023,480,22,Breakdown,458,633,585,48,No Defect,126.5,0.954,0.854,0.924,0.753,1,2,0,1,0.0458,0.0758,0.2162,0.097,0.9242,0,1,0,0,Good(75-85%),2,14,0,22,0,2
2025-01-01,Shift_1,M16,P_C,OP010,480,0,No Downtime,480,558,544,14,No Defect,305.79,1.0,0.849,0.975,0.828,1,2,0,1,0.0,0.0251,0.5621,0.022,0.9749,1,0,0,0,Good(75-85%),0,15,2,9,3,2
2025-01-01,Shift_2,M16,P_C,OP021,480,26,Breakdown,454,648,639,9,No Defect,174.23,0.946,0.744,0.986,0.694,1,2,0,1,0.0542,0.0139,0.2727,0.156,0.9861,0,1,0,0,Fair(65-75%),1,15,2,20,0,2
2025-01-01,Shift_3,M16,P_C,OP037,480,103,No Downtime,377,727,701,26,No Defect,168.44,0.785,0.892,0.964,0.676,1,2,0,1,0.2146,0.0358,0.2403,0.174,0.9642,0,0,0,0,Fair(65-75%),2,15,2,36,3,2
2025-01-01,Shift_1,M17,P_E,OP026,480,35,No Downtime,445,842,779,63,No Defect,343.01,0.927,0.803,0.925,0.689,1,2,0,1,0.0729,0.0748,0.4403,0.161,0.9252,0,0,0,0,Fair(65-75%),0,16,4,25,3,2
2025-01-01,Shift_2,M17,P_A,OP023,480,59,No Downtime,421,702,671,31,No Defect,284.43,0.877,0.827,0.956,0.693,1,2,0,1,0.1229,0.0442,0.4239,0.157,0.9558,0,0,0,0,Fair(65-75%),1,16,0,22,3,2
2025-01-01,Shift_3,M17,P_C,OP004,480,75,No Downtime,405,753,677,76,No Defect,125.24,0.844,0.789,0.899,0.598,1,2,0,1,0.1562,0.1009,0.185,0.252,0.8991,0,0,0,1,Poor(50-65%),2,16,2,3,3,2
2025-01-01,Shift_1,M18,P_E,OP014,480,60,Material Shortage,420,867,785,82,No Defect,235.91,0.875,0.71,0.905,0.563,1,2,0,1,0.125,0.0946,0.3005,0.287,0.9054,0,0,0,1,Poor(50-65%),0,17,4,13,2,2
2025-01-01,Shift_2,M18,P_A,OP004,480,6,Breakdown,474,519,504,15,No Defect,326.54,0.988,0.964,0.971,0.924,1,2,0,1,0.0125,0.0289,0.6479,-0.074,0.9711,0,1,0,0,World Class(>85%),1,17,0,3,0,2
2025-01-01,Shift_3,M18,P_D,OP026,480,26,No Downtime,454,536,526,10,Dimension Error,337.07,0.946,0.977,0.981,0.907,1,2,0,1,0.0542,0.0187,0.6408,-0.057,0.9813,0,0,1,0,World Class(>85%),2,17,3,25,3,1
2025-01-01,Shift_1,M19,P_B,OP018,480,45,No Downtime,435,889,837,52,No Defect,170.8,0.906,0.926,0.942,0.79,1,2,0,1,0.0938,0.0585,0.2041,0.06,0.9415,0,0,0,0,Good(75-85%),0,18,1,17,3,2
2025-01-01,Shift_2,M19,P_A,OP008,480,45,No Downtime,435,376,346,30,No Defect,169.85,0.906,0.869,0.92,0.725,1,2,0,1,0.0938,0.0798,0.4909,0.125,0.9202,0,0,0,0,Fair(65-75%),1,18,0,7,3,2
2025-01-01,Shift_3,M19,P_D,OP011,480,94,No Downtime,386,595,557,38,No Defect,208.91,0.804,0.775,0.936,0.584,1,2,0,1,0.1958,0.0639,0.3751,0.266,0.9361,0,0,0,1,Poor(50-65%),2,18,3,10,3,2
2025-01-01,Shift_1,M20,P_A,OP003,480,7,Setup,473,329,304,25,Dimension Error,158.41,0.985,0.794,0.924,0.723,1,2,0,1,0.0146,0.076,0.5211,0.127,0.924,0,0,1,0,Fair(65-75%),0,19,0,2,4,1
2025-01-01,Shift_2,M20,P_C,OP030,480,111,Material Shortage,369,449,411,38,No Defect,194.82,0.769,0.79,0.915,0.556,1,2,0,1,0.2312,0.0846,0.474,0.294,0.9154,0,0,0,1,Poor(50-65%),1,19,2,29,2,2
2025-01-01,Shift_3,M20,P_D,OP006,480,25,No Downtime,455,573,527,46,No Defect,277.83,0.948,0.91,0.92,0.793,1,2,0,1,0.0521,0.0803,0.5272,0.057,0.9197,0,0,0,0,Good(75-85%),2,19,3,5,3,2
2025-01-01,Shift_1,M21,P_A,OP003,480,52,Maintenance,428,883,814,69,No Defect,133.95,0.892,0.858,0.922,0.705,1,2,0,1,0.1083,0.0781,0.1646,0.145,0.9219,0,0,0,0,Fair(65-75%),0,20,0,2,1,2
2025-01-01,Shift_2,M21,P_E,OP006,480,41,No Downtime,439,719,677,42,No Defect,254.22,0.915,0.918,0.942,0.79,1,2,0,1,0.0854,0.0584,0.3755,0.06,0.9416,0,0,0,0,Good(75-85%),1,20,4,5,3,2
2025-01-01,Shift_3,M21,P_D,OP014,480,46,Breakdown,434,439,418,21,Surface Defect,154.29,0.904,0.849,0.952,0.73,1,2,0,1,0.0958,0.0478,0.3691,0.12,0.9522,0,1,1,0,Fair(65-75%),2,20,3,13,0,4
2025-01-01,Shift_1,M22,P_E,OP034,480,11,Material Shortage,469,366,345,21,Dimension Error,123.66,0.977,0.961,0.943,0.885,1,2,0,1,0.0229,0.0574,0.3584,-0.035,0.9426,0,0,1,0,World Class(>85%),0,21,4,33,2,1
2025-01-01,Shift_2,M22,P_D,OP039,480,81,No Downtime,399,442,399,43,No Defect,202.06,0.831,0.987,0.903,0.741,1,2,0,1,0.1688,0.0973,0.5064,0.109,0.9027,0,0,0,0,Fair(65-75%),1,21,3,38,3,2
2025-01-01,Shift_3,M22,P_E,OP021,480,39,No Downtime,441,322,314,8,No Defect,146.9,0.919,0.882,0.975,0.79,1,2,0,1,0.0812,0.0248,0.4678,0.06,0.9752,0,0,0,0,Good(75-85%),2,21,4,20,3,2
2025-01-01,Shift_1,M23,P_C,OP017,480,54,No Downtime,426,675,666,9,No Defect,262.18,0.887,0.901,0.987,0.789,1,2,0,1,0.1125,0.0133,0.3937,0.061,0.9867,0,0,0,0,Good(75-85%),0,22,2,16,3,2
2025-01-01,Shift_2,M23,P_B,OP013,480,0,No Downtime,480,474,469,5,No Defect,243.45,1.0,0.947,0.989,0.937,1,2,0,1,0.0,0.0105,0.5191,-0.087,0.9895,1,0,0,0,World Class(>85%),1,22,1,12,3,2
2025-01-01,Shift_3,M23,P_E,OP026,480,74,No Downtime,406,844,812,32,No Defect,325.27,0.846,0.722,0.962,0.588,1,2,0,1,0.1542,0.0379,0.4006,0.262,0.9621,0,0,0,1,Poor(50-65%),2,22,4,25,3,2
2025-01-01,Shift_1,M24,P_B,OP003,480,51,Setup,429,794,781,13,No Defect,285.13,0.894,0.948,0.984,0.833,1,2,0,1,0.1062,0.0164,0.3651,0.017,0.9836,0,0,0,0,Good(75-85%),0,23,1,2,4,2
2025-01-01,Shift_2,M24,P_E,OP037,480,45,Setup,435,369,363,6,No Defect,135.23,0.906,0.814,0.984,0.726,1,2,0,1,0.0938,0.0163,0.3725,0.124,0.9837,0,0,0,0,Fair(65-75%),1,23,4,36,4,2
2025-01-01,Shift_3,M24,P_D,OP040,480,77,No Downtime,403,610,551,59,No Defect,161.12,0.84,0.9,0.903,0.683,1,2,0,1,0.1604,0.0967,0.2924,0.167,0.9033,0,0,0,0,Fair(65-75%),2,23,3,39,3,2
2025-01-01,Shift_1,M25,P_A,OP002,480,82,No Downtime,398,502,457,45,No Defect,184.24,0.829,0.987,0.91,0.745,1,2,0,1,0.1708,0.0896,0.4032,0.105,0.9104,0,0,0,0,Fair(65-75%),0,24,0,1,3,2
2025-01-01,Shift_2,M25,P_B,OP007,480,45,No Downtime,435,843,798,45,No Defect,305.5,0.906,0.804,0.947,0.69,1,2,0,1,0.0938,0.0534,0.3828,0.16,0.9466,0,0,0,0,Fair(65-75%),1,24,1,6,3,2
2025-01-01,Shift_3,M25,P_B,OP001,480,72,No Downtime,408,307,295,12,Scratch,223.48,0.85,0.856,0.961,0.699,1,2,0,1,0.15,0.0391,0.7576,0.151,0.9609,0,0,1,0,Fair(65-75%),2,24,1,0,3,3
2025-01-01,Shift_1,M26,P_D,OP003,480,64,No Downtime,416,889,804,85,No Defect,220.16,0.867,0.938,0.904,0.735,1,2,0,1,0.1333,0.0956,0.2738,0.115,0.9044,0,0,0,0,Fair(65-75%),0,25,3,2,3,2
2025-01-01,Shift_2,M26,P_C,OP032,480,17,No Downtime,463,828,757,71,No Defect,236.53,0.965,0.807,0.914,0.711,1,2,0,1,0.0354,0.0857,0.3125,0.139,0.9143,0,0,0,0,Fair(65-75%),1,25,2,31,3,2
2025-01-01,Shift_3,M26,P_B,OP010,480,21,No Downtime,459,316,310,6,No Defect,305.74,0.956,0.713,0.981,0.669,1,2,0,1,0.0438,0.019,0.9863,0.181,0.981,0,0,0,0,Fair(65-75%),2,25,1,9,3,2
2025-01-01,Shift_1,M27,P_C,OP033,480,69,Material Shortage,411,331,301,30,No Defect,155.4,0.856,0.743,0.909,0.579,1,2,0,1,0.1438,0.0906,0.5163,0.271,0.9094,0,0,0,1,Poor(50-65%),0,26,2,32,2,2
2025-01-01,Shift_2,M27,P_C,OP036,480,14,Breakdown,466,306,293,13,No Defect,288.77,0.971,0.963,0.958,0.895,1,2,0,1,0.0292,0.0425,0.9856,-0.045,0.9575,0,1,0,0,World Class(>85%),1,26,2,35,0,2
2025-01-01,Shift_3,M27,P_C,OP025,480,63,No Downtime,417,517,470,47,Surface Defect,184.61,0.869,0.774,0.909,0.611,1,2,0,1,0.1312,0.0909,0.3928,0.239,0.9091,0,0,1,1,Poor(50-65%),2,26,2,24,3,4
2025-01-01,Shift_1,M28,P_B,OP011,480,10,No Downtime,470,604,577,27,No Defect,247.61,0.979,0.792,0.955,0.741,1,2,0,1,0.0208,0.0447,0.4291,0.109,0.9553,0,0,0,0,Fair(65-75%),0,27,1,10,3,2
2025-01-01,Shift_2,M28,P_B,OP009,480,112,Material Shortage,368,592,539,53,No Defect,200.76,0.767,0.706,0.91,0.493,1,2,0,1,0.2333,0.0895,0.3725,0.357,0.9105,0,0,0,1,Critical(<50%),1,27,1,8,2,2
2025-01-01,Shift_3,M28,P_D,OP013,480,83,No Downtime,397,873,825,48,No Defect,149.71,0.827,0.825,0.945,0.645,1,2,0,1,0.1729,0.055,0.1815,0.205,0.945,0,0,0,1,Poor(50-65%),2,27,3,12,3,2
2025-01-01,Shift_1,M29,P_C,OP018,480,68,No Downtime,412,385,374,11,Scratch,146.76,0.858,0.8,0.971,0.667,1,2,0,1,0.1417,0.0286,0.3924,0.183,0.9714,0,0,1,0,Fair(65-75%),0,28,2,17,3,3
2025-01-01,Shift_2,M29,P_B,OP014,480,6,Maintenance,474,402,365,37,No Defect,281.07,0.988,0.949,0.908,0.851,1,2,0,1,0.0125,0.092,0.7701,-0.001,0.908,0,0,0,0,World Class(>85%),1,28,1,13,1,2
2025-01-01,Shift_3,M29,P_E,OP016,480,98,Setup,382,431,396,35,No Defect,299.92,0.796,0.868,0.919,0.635,1,2,0,1,0.2042,0.0812,0.7574,0.215,0.9188,0,0,0,1,Poor(50-65%),2,28,4,15,4,2
2025-01-01,Shift_1,M30,P_B,OP023,480,63,Maintenance,417,836,762,74,No Defect,185.64,0.869,0.892,0.911,0.706,1,2,0,1,0.1312,0.0885,0.2436,0.144,0.9115,0,0,0,0,Fair(65-75%),0,29,1,22,1,2
2025-01-01,Shift_2,M30,P_E,OP023,480,25,Material Shortage,455,753,695,58,No Defect,153.03,0.948,0.711,0.923,0.622,1,2,0,1,0.0521,0.077,0.2202,0.228,0.923,0,0,0,1,Poor(50-65%),1,29,4,22,2,2
2025-01-01,Shift_3,M30,P_E,OP022,480,21,No Downtime,459,349,326,23,No Defect,342.57,0.956,0.977,0.934,0.873,1,2,0,1,0.0438,0.0659,1.0508,-0.023,0.9341,0,0,0,0,World Class(>85%),2,29,4,21,3,2
2025-01-01,Shift_1,M31,P_A,OP015,480,8,Breakdown,472,606,555,51,No Defect,135.27,0.983,0.956,0.916,0.861,1,2,0,1,0.0167,0.0842,0.2437,-0.011,0.9158,0,1,0,0,World Class(>85%),0,30,0,14,0,2
2025-01-01,Shift_2,M31,P_D,OP020,480,42,No Downtime,438,720,681,39,No Defect,120.2,0.912,0.872,0.946,0.752,1,2,0,1,0.0875,0.0542,0.1765,0.098,0.9458,0,0,0,0,Good(75-85%),1,30,3,19,3,2
2025-01-01,Shift_3,M31,P_D,OP032,480,2,Maintenance,478,372,359,13,Crack,181.68,0.996,0.916,0.965,0.88,1,2,0,1,0.0042,0.0349,0.5061,-0.03,0.9651,0,0,1,0,World Class(>85%),2,30,3,31,1,0
2025-01-01,Shift_1,M32,P_A,OP034,480,60,Breakdown,420,746,704,42,No Defect,276.69,0.875,0.935,0.944,0.772,1,2,0,1,0.125,0.0563,0.393,0.078,0.9437,0,1,0,0,Good(75-85%),0,31,0,33,0,2
2025-01-01,Shift_2,M32,P_D,OP027,480,23,No Downtime,457,393,374,19,No Defect,209.99,0.952,0.871,0.952,0.789,1,2,0,1,0.0479,0.0483,0.5615,0.061,0.9517,0,0,0,0,Good(75-85%),1,31,3,26,3,2
2025-01-01,Shift_3,M32,P_D,OP036,480,62,No Downtime,418,379,360,19,No Defect,233.75,0.871,0.732,0.95,0.606,1,2,0,1,0.1292,0.0501,0.6493,0.244,0.9499,0,0,0,1,Poor(50-65%),2,31,3,35,3,2
2025-01-01,Shift_1,M33,P_D,OP017,480,73,No Downtime,407,762,707,55,No Defect,187.65,0.848,0.919,0.928,0.723,1,2,0,1,0.1521,0.0722,0.2654,0.127,0.9278,0,0,0,0,Fair(65-75%),0,32,3,16,3,2
2025-01-01,Shift_2,M33,P_B,OP035,480,115,No Downtime,365,391,377,14,No Defect,186.93,0.76,0.751,0.964,0.55,1,2,0,1,0.2396,0.0358,0.4958,0.3,0.9642,0,0,0,1,Poor(50-65%),1,32,1,34,3,2
2025-01-01,Shift_3,M33,P_D,OP014,480,91,No Downtime,389,826,796,30,No Defect,143.56,0.81,0.853,0.964,0.666,1,2,0,1,0.1896,0.0363,0.1804,0.184,0.9637,0,0,0,0,Fair(65-75%),2,32,3,13,3,2
2025-01-01,Shift_1,M34,P_A,OP017,480,20,No Downtime,460,495,479,16,No Defect,299.62,0.958,0.886,0.968,0.822,1,2,0,1,0.0417,0.0323,0.6255,0.028,0.9677,0,0,0,0,Good(75-85%),0,33,0,16,3,2
2025-01-01,Shift_2,M34,P_A,OP040,480,110,No Downtime,370,402,389,13,Surface Defect,335.08,0.771,0.837,0.968,0.624,1,2,0,1,0.2292,0.0323,0.8614,0.226,0.9677,0,0,1,1,Poor(50-65%),1,33,0,39,3,4
2025-01-01,Shift_3,M34,P_D,OP029,480,85,No Downtime,395,568,526,42,No Defect,237.42,0.823,0.754,0.926,0.575,1,2,0,1,0.1771,0.0739,0.4514,0.275,0.9261,0,0,0,1,Poor(50-65%),2,33,3,28,3,2
2025-01-01,Shift_1,M35,P_D,OP023,480,25,No Downtime,455,482,447,35,No Defect,137.7,0.948,0.918,0.927,0.807,1,2,0,1,0.0521,0.0726,0.3081,0.043,0.9274,0,0,0,0,Good(75-85%),0,34,3,22,3,2
2025-01-01,Shift_2,M35,P_B,OP031,480,56,Material Shortage,424,359,337,22,No Defect,165.62,0.883,0.902,0.939,0.748,1,2,0,1,0.1167,0.0613,0.4915,0.102,0.9387,0,0,0,0,Fair(65-75%),1,34,1,30,2,2
2025-01-01,Shift_3,M35,P_B,OP016,480,40,No Downtime,440,381,373,8,No Defect,187.56,0.917,0.778,0.979,0.698,1,2,0,1,0.0833,0.021,0.5028,0.152,0.979,0,0,0,0,Fair(65-75%),2,34,1,15,3,2
2025-01-01,Shift_1,M36,P_A,OP007,480,64,Breakdown,416,509,497,12,No Defect,288.51,0.867,0.909,0.976,0.769,1,2,0,1,0.1333,0.0236,0.5805,0.081,0.9764,0,1,0,0,Good(75-85%),0,35,0,6,0,2
